0170	[自転車]	1018		0215		
0171	[湯のみ]	1019	0354	0423		
0172	[腕時計]	1020		0025		
0173	[考えている顔]	1021	0378			
0174	[ほっとした顔]	1022	0385	0446		
0175	[冷や汗]	1023	0098	0351		
0176	[冷や汗2]	1024	0390	0452		
0177	[ぷっくっくな顔]	1025	0397	0779		
0178	[ﾎﾞｹｰっとした顔]	1026	0379			
0179	[目がﾊｰﾄ]	1027	0096	0349		
0180	[指でOK]	1028	0014	0287		
0181	[あっかんべー]	1029	0095	0757		
0182	[ｳｨﾝｸ]	1030	0380	0348		
0183	[うれしい顔]	1031	0396	0068		
0184	[がまん顔]	1032	0381	0443		
0185	[泣き顔]	1034	0392	0259		
0186	[涙]	1035	0394	0791		
0187	[ｸﾘｯﾌﾟ]	1037		0143		
0188	[ｺﾋﾟｰﾗｲﾄ]	1038	0277	0081		
0189	[ﾄﾚｰﾄﾞﾏｰｸ]	1039	0506	0054		
0190	[走る人]	1040	0111	0218		
0191	[ﾏﾙ秘]	1041	0310	0279		
0192	[ﾚｼﾞｽﾀｰﾄﾞﾄﾚｰﾄﾞﾏｰｸ]	1043	0278	0082		
0193	[危険･警告]	1044	0281	0001		
0194	[空室･空席･空車]	1046	0233	0387		
0195	[満室･満席･満車]	1048	0232	0386		
0196	[学校]	1051	0187	0377		
0197	[波]	1052	0437	0810		
0198	[富士山]	1053	0059	0342		
0199	[ｸﾛｰﾊﾞｰ]	1054	0106	0053		
0200	[さくらんぼ]	1055		0241		
0201	[ﾁｭｰﾘｯﾌﾟ]	1056	0293	0113		
0202	[ﾊﾞﾅﾅ]	1057		0739		
0203	[りんご]	1058	0367	0434		
0204	[芽]	1059		0811		
0205	[もみじ]	1060	0114	0133		
0206	[桜]	1061	0048	0235		
0207	[おにぎり]	1062	0364	0244		
0208	[ｼｮｰﾄｹｰｷ]	1063	0070	0239		
0209	[とっくり(おちょこ付)]	1064	0300	0400		
0210	[どんぶり]	1065	0362	0333		
0211	[ﾊﾟﾝ]	1066	0355	0424		
0212	[ｶﾀﾂﾑﾘ]	1067		0812		
0213	[ﾋﾖｺ]	1068	0486	0078		
0214	[ﾍﾟﾝｷﾞﾝ]	1069	0085	0252		
0215	[魚]	1070	0025	0715		
0216	[ﾘｻｲｸﾙ]	1042		0807		
0217	[矢印左右]	1049		0808		
0218	[矢印上下]	1050		0809		
0219	[ｳｯｼｯｼ]	1072		0814		
0220	[ｳﾏ]	1073	0026	0248		
0221	[ﾌﾞﾀ]	1074	0101	0254		
0222	[ﾜｲﾝｸﾞﾗｽ]	1075		0012		
0223	[ｹﾞｯｿﾘ]	1076		0350		
0224	[指]		0015	0284		
0225	[ｻｰﾌｨﾝ]		0023	0751		
0226	[question]		0032	0003		
0227	[ﾊﾞﾗ]		0050	0339		
0228	[教会]		0055	0340		
0229	[駅ﾎｰﾑ]		0057	0795		
0230	[ｷﾞﾀｰ]		0065	0292		
0231	[ﾄﾗﾝﾍﾟｯﾄ]		0066	0469		
0232	[日の出]		0077	0493		
0233	[天使]		0078	0344		
0234	[ﾄﾗ]		0080	0345		
0235	[ｸﾏ]		0081	0346		
0236	[ﾈｽﾞﾐ]		0083	0347		
0237	[ｸｼﾞﾗ]		0084	0246		
0238	[にこにこ]		0086	0454		
0239	[うんち]		0090	0283		
0240	[ﾒｰﾙﾎﾞｯｸｽ]		0091	0129		
0241	[ｻﾙ]		0099	0249		
0242	[ﾀｺ]		0100	0352		
0243	[ｴｲﾘｱﾝ]		0102	0274		
0244	[ﾛｹｯﾄ]		0103	0353		
0245	[ﾗﾌﾞﾗﾌﾞ]		0107	0355		
0246	[ﾋﾟｽﾄﾙ]		0109	0296		
0247	[花火]		0113	0357		
0248	[落ち葉]		0115	0358		
0249	[幽霊]		0117	0236		
0250	[ﾄﾞｸﾛ]		0118	0286		
0251	[炎]		0119	0269		
0252	[ｱﾀｯｼｭｹｰｽ]		0120	0359		
0253	[噴水]		0123	0360		
0254	[遊園地]		0126	0223		
0255	[ﾗｼﾞｵ]		0130	0338		
0256	[ﾋﾞﾃﾞｵﾃｰﾌﾟ]		0131	0115		
0257	[対戦]		0136	0363		
0258	[ﾀﾞｰﾂ]		0138	0231		
0259	[ｽﾛｯﾄ]		0141	0229		
0260	[工事中]		0155	0368		
0261	[注射]		0159	0304		
0262	[お風呂]		0163	0369		
0263	[ｽﾋﾟｰｶｰ]		0165	0013		
0264	[祝日]		0167	0370		
0265	[鍵(ﾛｯｸ)]		0168	0138		
0266	[夕方街なみ]		0170	0371		
0267	[卵]		0171	0372		
0268	[株価]		0174	0373		
0269	[ｱﾝﾃﾅ]		0175	0210		
0270	[力]		0176	0271		
0271	[ﾊﾞｽ停]		0180	0209		
0272	[歩行者]		0191	0800		
0273	[18禁]		0197	0380		
0274	[初心者]		0199	0179		
0275	[電波状態]		0201	0381		
0276	[UP]		0209	0303		
0277	[cool]		0210	0382		
0278	[大丸]		0215	0040		
0279	[四角(中抜)]		0216	0022		
0280	[丸(中抜)]		0217	0024		
0281	[得]		0228	0285		
0282	[指定]		0234	0388		
0283	[割引]		0229	0383		
0284	[営業]		0235	0389		
0285	[指上]		0236	0390		
0286	[指下]		0237	0391		
0287	[指左]		0238	0140		
0288	[指右]		0239	0141		
0289	[上]		0240	0029		
0290	[下]		0250	0030		
0291	[右]		0251	0063		
0292	[左]		0252	0064		
0293	[右向き三角1]		0257	0006		
0294	[左向き三角1]		0258	0005		
0295	[右向き三角2]		0259	0008		
0296	[左向き三角2]		0260	0007		
0297	[ﾏﾅｰﾓｰﾄﾞ]		0279	0393		
0298	[電源OFF]		0280	0394		
0299	[ﾈｸﾀｲ]		0291	0396		
0300	[ﾊｲﾋﾞｽｶｽ]		0292	0397		
0301	[ﾋﾏﾜﾘ]		0294	0256		
0302	[花束]		0295	0398		
0303	[ﾔｼ]		0296	0255		
0304	[ｻﾎﾞﾃﾝ]		0297	0399		
0305	[乾杯]		0301	0401		
0306	[お祝い]		0302	0402		
0307	[薬]		0304	0403		
0308	[風船]		0305	0404		
0309	[帽子]		0313	0407		
0310	[ﾄﾞﾚｽ]		0314	0793		
0311	[ﾌﾞｰﾂ]		0316	0408		
0312	[ﾏﾆｷｭｱ]		0318	0409		
0313	[ﾊﾟｯｸ]		0319	0297		
0314	[美容室]		0320	0410		
0315	[床屋]		0321	0411		
0316	[着物]		0322	0412		
0317	[水着]		0323	0413		
0318	[楽譜]		0327	0453		
0319	[光るﾊｰﾄ]		0328	0415		
0320	[ﾄﾞｷﾄﾞｷﾊｰﾄ]		0329	0803		
0321	[ﾊｰﾄ(矢付)]		0330	0272		
0322	[青ﾊｰﾄ]		0331	0416		
0323	[緑ﾊｰﾄ]		0332	0417		
0324	[黄ﾊｰﾄ]		0333	0418		
0325	[紫ﾊｰﾄ]		0334	0419		
0326	[ﾏﾙ]		0339	0422		
0327	[ﾊﾞﾂ]		0340	0061		
0328	[ｿﾌﾄｸﾘｰﾑ]		0356	0425		
0329	[ﾌﾗｲﾄﾞﾎﾟﾃﾄ]		0357	0426		
0330	[ﾀﾞﾝｺﾞ]		0358	0427		
0331	[せんべい]		0359	0428		
0332	[ご飯]		0360	0429		
0333	[ｽﾊﾟｹﾞﾃｨ]		0361	0430		
0334	[ｶﾚｰ]		0363	0431		
0335	[おでん]		0365	0432		
0336	[寿司]		0366	0433		
0337	[みかん]		0368	0435		
0338	[ﾄﾏﾄ]		0371	0436		
0339	[ﾅｽ]		0372	0437		
0340	[弁当]		0374	0438		
0341	[鍋]		0375	0439		
0342	[ﾌｯ]		0377	0440		
0343	[青ざめ]		0386	0447		
0344	[風邪ひき]		0387	0448		
0345	[熱]		0388	0449		
0346	[横目]		0389	0450		
0347	[ﾋﾞｯｸﾘ]		0391	0451		
0348	[泣笑い]		0393	0786		
0349	[ﾁｭｯ]		0398	0456		
0350	[鼻]		0399	0455		
0351	[耳]		0401	0457		
0352	[口]		0403	0458		
0353	[祈り]		0404	0459		
0354	[ﾊﾞｲﾊﾞｲ]		0405	0463		
0355	[ﾊﾟﾁﾊﾟﾁ]		0406	0460		
0356	[ｸﾞｯﾄﾞ(上向き矢印)]		0407	0461		
0357	[ﾊﾞｯﾄﾞ(下向き矢印)]		0408	0462		
0358	[ﾊﾞﾂ]		0410	0464		
0359	[ﾏﾙ]		0411	0465		
0360	[ｶｯﾌﾟﾙ]		0412	0467		
0361	[平謝り]		0413	0466		
0362	[ﾊﾞﾆｰｶﾞｰﾙ]		0416	0468		
0363	[ﾋﾞﾘﾔｰﾄﾞ]		0419	0470		
0364	[水泳]		0420	0471		
0365	[ﾄﾗｯｸ]		0422	0148		
0366	[消防車]		0423	0472		
0367	[救急車]		0424	0473		
0368	[ﾊﾟﾄｶｰ]		0425	0474		
0369	[遊園地]		0426	0475		
0370	[正月]		0429	0476		
0371	[ひな祭り]		0431	0477		
0372	[入学]		0432	0478		
0373	[ﾗﾝﾄﾞｾﾙ]		0433	0479		
0374	[こいのぼり]		0434	0480		
0375	[ｶｷ氷]		0438	0483		
0376	[線香花火]		0439	0484		
0377	[貝殻]		0440	0485		
0378	[風鈴]		0441	0486		
0379	[ﾊﾛｳｨﾝ]		0444	0487		
0380	[月見]		0445	0488		
0381	[ｸﾘｽﾏｽ]		0447	0489		
0382	[流れ星]		0450	0490		
0383	[虹]		0451	0491		
0384	[ﾎﾃﾙ]		0452	0492		
0385	[ﾃﾞﾊﾟｰﾄ]		0455	0495		
0386	[お城]		0456	0496		
0387	[お城]		0457	0497		
0388	[映画]		0459	0498		
0389	[ﾀﾜｰ]		0460	0228		
0390	[日本]		0462	0237		
0391	[ｱﾒﾘｶ]		0463	0090		
0392	[ﾌﾗﾝｽ]		0464	0499		
0393	[ﾄﾞｲﾂ]		0465	0700		
0394	[ｲﾀﾘｱ]		0466	0701		
0395	[ｲｷﾞﾘｽ]		0467	0702		
0396	[ｽﾍﾟｲﾝ]		0468	0366		
0397	[ﾛｼｱ]		0469	0367		
0398	[中国]		0470	0703		
0399	[韓国]		0471	0704		
0400	[白人]		0472	0705		
0401	[中国人]		0473	0706		
0402	[ｲﾝﾄﾞ人]		0474	0707		
0403	[おじいさん]		0475	0708		
0404	[おばあさん]		0476	0709		
0405	[あかちゃん]		0477	0710		
0406	[工事現場の人]		0478	0711		
0407	[お姫様]		0479	0712		
0408	[ﾀﾞﾝｽ]		0482	0714		
0409	[ｲﾙｶ]		0483	0713		
0410	[ﾑｼ]		0488	0716		
0411	[ｿﾞｳ]		0489	0717		
0412	[ｳｼ]		0494	0719		
0413	[ｳｻｷﾞ]		0495	0247		
0414	[へび]		0496	0720		
0415	[鶏]		0497	0721		
0416	[うりぼう]		0498	0722		
0417	[ﾗｸﾀﾞ]		0499	0723		
0418	[ｶｴﾙ]		0500	0250		
0419	[A型]		0501	0724		
0420	[B型]		0502	0725		
0421	[AB型]		0503	0727		
0422	[O型]		0504	0726		
0423	[星2]		0336	0069		
0424	[天狗]			0755		
0425	[Q]			0004		
0426	[小四角1]			0009		
0427	[小四角2]			0010		
0428	[ｲﾝﾌｫﾒｰｼｮﾝ]			0011		
0429	[中四角1]			0017		
0430	[中四角2]			0018		
0431	[小菱形1]			0019		
0432	[小菱形2]			0020		
0433	[大四角1]			0021		
0434	[小丸1]			0023		
0435	[ﾌﾟﾗｽ]			0026		
0436	[ﾏｲﾅｽ]			0027		
0437	[星1]			0028		
0438	[丸に斜め線]			0031		
0439	[下三角1]			0032		
0440	[上三角1]			0033		
0441	[下三角2]			0034		
0442	[上三角2]			0035		
0443	[大菱形1]			0036		
0444	[大菱形2]			0037		
0445	[特大四角1]			0038		
0446	[特大四角2]			0039		
0447	[大丸2]			0041		
0448	[月2(顔付)]			0047		
0449	[ﾌﾟｯｼｭﾋﾟﾝ]			0049		
0450	[小顔]			0050		
0451	[かける]			0055		
0452	[文書1]			0056		
0453	[砂時計2]			0058		
0454	[ﾌﾛｯﾋﾟｰﾃﾞｨｽｸ]			0059		
0455	[ﾊﾞﾂ1]			0060		
0456	[ﾊﾞﾂ2]			0062		
0457	[割る]			0066		
0458	[ｶﾚﾝﾀﾞｰ]			0067		
0459	[ｼﾞｭｴﾘｰ]			0072		
0460	[ﾁｪｯｸﾏｰｸ]			0073		
0461	[犬(ﾌﾟｰﾄﾞﾙ)]			0074		
0462	[星3]			0075		
0463	[ｽﾊﾟｰｸ]			0076		
0464	[ﾌｫﾙﾀﾞ1(開)]			0079		
0465	[顔1]			0080		
0466	[ﾌｫﾙﾀﾞ2(開)]			0084		
0467	[吹出しｺﾒﾝﾄ]			0086		
0468	[ｸﾚｼﾞｯﾄｶｰﾄﾞ]			0087		
0469	[上三角3]			0088		
0470	[下三角3]			0089		
0471	[ﾉｰﾄ3]			0091		
0472	[ｸﾘｯﾌﾟﾎﾞｰﾄﾞ]			0092		
0473	[ﾌｯﾄﾎﾞｰﾙ]			0096		
0474	[立ち入り禁止]			0098		
0475	[本2]			0100		
0476	[本3]			0101		
0477	[本4]			0102		
0478	[文書]			0103		
0479	[日めくりｶﾚﾝﾀﾞｰ]			0105		
0480	[小切手]			0109		
0481	[ﾊﾝﾃﾞｨｶﾑ]			0111		
0482	[ﾅｲﾌ]			0114		
0483	[回り矢印1]			0117		
0484	[回り矢印2]			0118		
0485	[ﾉｰﾄ1]			0121		
0486	[ﾉｰﾄ2]			0122		
0487	[ﾎﾞﾙﾄ&ﾅｯﾄ]			0123		
0488	[ﾌﾛｯﾋﾟｰ2]			0126		
0489	[ﾁｬｰﾄ]			0127		
0490	[ｸﾞﾗﾌ1]			0128		
0491	[懐中電灯]			0130		
0492	[Roldex]			0131		
0493	[ﾁｪｯｸﾏｰｸ2]			0132		
0494	[電池]			0135		
0495	[ｽｸﾛｰﾙ]			0136		
0496	[画鋲]			0137		
0497	[ﾄﾞﾙ札]			0139		
0498	[台帳]			0142		
0499	[名札]			0145		
0500	[複数本]			0147		
0501	[ﾌｫﾝﾄﾞｯﾄｺﾑ]			0150		
0502	[封筒2]			0151		
0503	[送信BOX]			0153		
0504	[受信BOX]			0154		
0505	[電話2]			0155		
0506	[工場･建物]			0156		
0507	[定規1]			0157		
0508	[定規2]			0158		
0509	[ｸﾞﾗﾌ]			0159		
0510	[食事]			0160		
0511	[ｺﾝｾﾝﾄ]			0162		
0512	[家族]			0163		
0513	[ﾘﾝｸ]			0164		
0514	[ﾊﾟｯｹｰｼﾞ]			0165		
0515	[時々曇り]			0167		
0516	[ｻｲｺﾛ]			0170		
0517	[新聞]			0171		
0518	[10]			0189		
0519	[へびつかい座]			0204		
0520	[いかり]			0211		
0521	[地図]			0214		
0522	[居酒屋]			0225		
0523	[夜の橋]			0227		
0524	[くす玉]			0230		
0525	[賞金]			0233		
0526	[ｽｲｶ]			0238		
0527	[ﾌﾗｲﾊﾟﾝ]			0240		
0528	[ﾌｸﾞ]			0242		
0529	[ｲﾁｺﾞ]			0243		
0530	[ｱﾘ]			0253		
0531	[からかう]			0264		
0532	[ｽﾊﾟｰｸ2]			0267		
0533	[捜索]			0270		
0534	[ﾅﾙﾄ]			0275		
0535	[足跡]			0276		
0536	[悪魔]			0277		
0537	[花丸]			0278		
0538	[100点満点]			0280		
0539	[ﾒﾛﾃﾞｨｰ]			0291		
0540	[ﾊﾞｲｵﾘﾝ]			0293		
0541	[EZﾏｰｸ]			0298		
0542	[婦人服]			0301		
0543	[UFO]			0302		
0544	[演劇]			0310		
0545	[ﾊﾞｰｽﾃﾞｲ]			0313		
0546	[ﾌﾗﾌﾗ]			0327		
0547	[ｶﾜｲｲ]			0328		
0548	[ｲｰｼﾞｰﾌﾟﾗｽ]			0331		
0549	[地球]			0332		
0550	[ﾊﾝﾏｰ]			0356		
0551	[ｷｬﾝﾌﾟ]			0361		
0552	[麻雀]			0362		
0553	[vs]			0364		
0554	[ｶﾒ]			0365		
0555	[ﾎﾟﾘｽ]			0374		
0556	[ｻ･ﾏｰｸ]			0384		
0557	[占い]			0392		
0558	[ｸﾗｯｶｰ]			0405		
0559	[eznavigation]			0406		
0560	[勝誇り]			0442		
0561	[眠い]			0445		
0562	[花嫁]			0482		
0563	[openwavelogo]			0500		
0564	[ﾛｯｸ確認]			0501		
0565	[大文字]			0502		
0566	[小文字]			0503		
0567	[数字]			0504		
0568	[記号]			0505		
0569	[ｱｸｾﾌﾟﾄ]			0506		
0570	[ﾁｪｯｸﾎﾞｯｸｽ]			0507		
0571	[ｴﾃﾞｨｯﾄ]			0508		
0572	[ﾗｼﾞｵﾎﾞﾀﾝ]			0509		
0573	[見る]			0510		
0574	[戻る]			0511		
0575	[お気に入り]			0512		
0576	[終了]			0513		
0577	[ﾎｰﾑ]			0514		
0578	[受信箱]			0515		
0579	[ﾏｰｸ]			0516		
0580	[個人]			0517		
0581	[再読込]			0518		
0582	[ｺｱﾗ]			0718		
0583	[ｽﾆｰｶｰ]			0729		
0584	[旗]			0730		
0585	[ﾒﾛﾝ]			0736		
0586	[ﾊﾟｲﾅｯﾌﾟﾙ]			0737		
0587	[ﾌﾞﾄﾞｳ]			0738		
0588	[ﾄｳﾓﾛｺｼ]			0740		
0589	[ｷﾉｺ]			0741		
0590	[栗]			0742		
0591	[桃]			0743		
0592	[焼き芋]			0744		
0593	[ﾋﾟｻﾞ]			0745		
0594	[ﾀｰｷｰ]			0746		
0595	[七夕笹飾り]			0747		
0596	[ﾄﾛﾋﾟｶﾙﾄﾞﾘﾝｸ]			0748		
0597	[辰]			0749		
0598	[ﾋﾟｱﾉ]			0750		
0599	[釣り]			0752		
0600	[ﾎﾞｰﾘﾝｸﾞ]			0753		
0601	[なまはげ]			0754		
0602	[ﾊﾟﾝﾀﾞ]			0756		
0603	[豚の鼻]			0758		
0604	[花]			0759		
0605	[ｱｲｽｸﾘｰﾑ]			0760		
0606	[ﾄﾞｰﾅﾂ]			0761		
0607	[ｸｯｷｰ]			0762		
0608	[ﾁｮｺ]			0763		
0609	[ｷｬﾝﾃﾞｨｰ]			0764		
0610	[ｷｬﾝﾃﾞｨｰ]			0765		
0611	[見ざる]			0766		
0612	[言わざる]			0767		
0613	[聞かざる]			0768		
0614	[火山]			0769		
0615	[ﾘﾎﾞﾝかけﾊｰﾄ]			0770		
0616	[ABC]			0771		
0617	[ﾌﾟﾘﾝ]			0772		
0618	[ﾐﾂﾊﾞﾁ]			0773		
0619	[てんとう虫]			0774		
0620	[蜂蜜ﾎﾟｯﾄ]			0775		
0621	[青ﾘﾝｺﾞ]			0776		
0622	[羽の生えた札]			0777		
0623	[目が回る]			0778		
0624	[ﾌﾞｰ(ﾈｺ)]			0780		
0625	[天の川]			0781		
0626	[ﾁｭｰ(ﾈｺ)]			0782		
0627	[にこ(ﾈｺ)]			0783		
0628	[泣き笑い(ﾈｺ)]			0785		
0629	[目がﾊｰﾄ(ﾈｺ)]			0787		
0630	[ﾎｴｰ(ﾈｺ)]			0788		
0631	[涙ﾎﾟﾛﾘ(ﾈｺ)]			0789		
0632	[涙ﾎﾟﾛﾘ]			0790		
0633	[ｷﾘﾘ(ﾈｺ)]			0792		
0634	[ﾓｱｲ像]			0794		
0635	[花札]			0796		
0636	[ｼﾞｮｰｶｰ]			0797		
0637	[ｴﾋﾞﾌﾗｲ]			0798		
0638	[eﾒｰﾙ]			0799		
0639	[ﾊﾟﾄｶｰのﾗﾝﾌﾟ]			0801		
0640	[ﾄﾞｷﾄﾞｷしてるﾊｰﾄ]			0802		
0641	[正面向きのﾋﾖｺ]			0804		
0642	[ﾈｺ]			0813		
0643	[ﾒｰﾙｱｲｺﾝ]			0815		
0644	[ｸﾞｰ]			0816		
0645	[挙手]			0819		
0646	[万歳]			0820		
0647	[ｼｮﾝﾎﾞﾘ]			0821		
0648	[ｶﾜｲｸ怒る]			0822		
0649	[EZｱﾌﾟﾘJ]			0823		
0650	[EZｱﾌﾟﾘB]			0824		
0651	[EZ着うた]			0825		
